Title,IMDb Rating,Year,Certificates,Genre,Director,Star Cast,MetaScore,Poster-src,Duration (minutes),embedding_text,Generated_Plot
Music Within,7.2,2007,R,Biography,Steven Sawalich,Ron LivingstonMelissa GeorgeMichael Sheen,53.0,"https://m.media-amazon.com/images/M/MV5BMTgwMDgwNzU5Nl5BMl5BanBnXkFtZTcwOTUwMDU1MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0,Title: Music Within; Genre: Biography; Director: Steven Sawalich; Cast: Ron LivingstonMelissa GeorgeMichael Sheen,"Richard, a gifted but self-destructive musician, finds his life spiraling out of control after a devastating accident leaves him quadriplegic.  Facing a bleak future, he rediscovers his passion for music through unconventional methods, forging a new path of creative expression.  His journey tests his limits, challenging his perceptions of disability and inspiring those around him.  He ultimately finds redemption and purpose, proving the power of music to transcend physical limitations."
McQueen,7.7,2018,R,Documentary,Ian Bonhôte,Alexander McQueenJoyce McQueenJohn Hitchcock,84.0,"https://m.media-amazon.com/images/M/MV5BMTg0MTg3MTM0OF5BMl5BanBnXkFtZTgwOTU0OTU2NTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",111.0,Title: McQueen; Genre: Documentary; Director: Ian Bonhôte; Cast: Alexander McQueenJoyce McQueenJohn Hitchcock,"""McQueen"" is an intimate portrait of the iconic fashion designer, exploring his turbulent life and groundbreaking career.  From his humble beginnings to his meteoric rise, the film reveals the genius and fragility behind his breathtaking creations.  Through archival footage and personal testimonies, the documentary unveils the complex man behind the brand, exposing both his visionary brilliance and inner demons.  The film ultimately celebrates McQueen's enduring legacy while grappling with the tragic circumstances of his life."
Danton,7.4,1983,PG,Biography,Andrzej Wajda,Jean-Claude CarrièreStanislawa PrzybyszewskaAndrzej Wajda,66.0,"https://m.media-amazon.com/images/M/MV5BNWI1OTM5YWItOWZkMy00YTI0LTlhMmEtZDQ5NGM2Mzc3NGYyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,4,190,281_.jpg",136.0,Title: Danton; Genre: Biography; Director: Andrzej Wajda; Cast: Jean-Claude CarrièreStanislawa PrzybyszewskaAndrzej Wajda,"During the tumultuous French Revolution, Georges Danton, a powerful and charismatic figure, navigates the treacherous political landscape.  His unwavering commitment to the revolution clashes with the increasingly radical Robespierre, leading to a bitter power struggle.  As the Reign of Terror intensifies, Danton finds himself accused of treason and faces a desperate fight for survival against his former allies.  His trial and execution become a chilling testament to the revolution's descent into violence and betrayal."
Nightwatching,6.5,2007,R,Biography,Peter Greenaway,Martin FreemanEmily HolmesEva Birthistle,66.0,"https://m.media-amazon.com/images/M/MV5BZTE4YzAyN2QtZDBkNC00YjUwLTk5ZjktMGEwZDMxZDI0MTg4XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UX190_CR0,2,190,281_.jpg",134.0,Title: Nightwatching; Genre: Biography; Director: Peter Greenaway; Cast: Martin FreemanEmily HolmesEva Birthistle,"Nightwatching follows the tumultuous life of Johannes Vermeer, a 17th-century Dutch painter, as he grapples with the creation of his masterpiece, ""The Night Watch.""  His artistic struggles intertwine with the secrets and scandals of his family and community.  Jealousy, ambition, and religious fervor swirl around him, threatening to consume his genius.  The film explores the hidden depths of Vermeer's personality and the societal pressures shaping his art.  Ultimately, it examines the profound impact of a single painting on history and its creator's legacy."
Desert Flower,7.3,2009,R,Biography,Sherry Hormann,Waris DirieSherry HormannCathleen Miller,54.0,"https://m.media-amazon.com/images/M/MV5BMTcwODMwMzA0MV5BMl5BanBnXkFtZTcwMTc3ODc1NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",120.0,Title: Desert Flower; Genre: Biography; Director: Sherry Hormann; Cast: Waris DirieSherry HormannCathleen Miller,"Desert Flower recounts the extraordinary life of a Somali woman who escapes a forced genital mutilation and a child marriage to become an internationally renowned supermodel.  Her journey is one of resilience and defiance against oppressive traditions.  Facing unimaginable hardship and cultural clashes, she uses her platform to advocate for the rights of women and girls worldwide.  This inspiring true story showcases her remarkable transformation and unwavering commitment to social justice."
Inside Deep Throat,6.7,2005,NC-17,Documentary,Fenton Bailey,Linda LovelaceHarry ReemsDennis Hopper,64.0,"https://m.media-amazon.com/images/M/MV5BZjUyNzQ5MzAtN2Y5ZS00NTk5LWI4ZDktNGMyNTA5MjhkNjAzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR0,0,190,281_.jpg",89.0,Title: Inside Deep Throat; Genre: Documentary; Director: Fenton Bailey; Cast: Linda LovelaceHarry ReemsDennis Hopper,"This documentary delves into the enduring legacy of the infamous 1972 film *Deep Throat*, exploring its impact on American culture and the complex lives of those involved in its creation.  It examines the film's unexpected success, its controversial themes, and the far-reaching consequences for its stars. The film navigates the intersection of sex, politics, and the burgeoning pornographic industry, questioning the film's lasting influence and its ethical implications.  Ultimately, it seeks to unravel the truth behind the myth of *Deep Throat*."
The Lady,7.0,2011,R,Biography,Luc Besson,Michelle YeohDavid ThewlisJonathan Raggett,43.0,"https://m.media-amazon.com/images/M/MV5BMTg3NTc3NzMzOF5BMl5BanBnXkFtZTcwMzI4NjkyNw@@._V1_QL75_UY281_CR11,0,190,281_.jpg",132.0,Title: The Lady; Genre: Biography; Director: Luc Besson; Cast: Michelle YeohDavid ThewlisJonathan Raggett,"A captivating biographical drama follows the extraordinary life of a woman navigating a world of political intrigue and personal sacrifice.  Forced to flee her homeland, she embarks on a perilous journey that tests her resilience and resourcefulness.  Her unwavering spirit and sharp intellect allow her to rise through the ranks of power, defying expectations at every turn.  But as her influence grows, so do the threats against her, forcing her to confront her past and fight for her future.  Ultimately, she becomes a symbol of strength and defiance in a turbulent age."
Impromptu,6.8,1991,PG-13,Biography,James Lapine,Judy DavisHugh GrantMandy Patinkin,66.0,"https://m.media-amazon.com/images/M/MV5BZmM0ZTAyNmUtZjgxNi00NTEwLWE1MjEtMDBjYzY3MTUyNDdmXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_QL75_UY281_CR0,0,190,281_.jpg",107.0,Title: Impromptu; Genre: Biography; Director: James Lapine; Cast: Judy DavisHugh GrantMandy Patinkin,"A celebrated but volatile actress, known for her fiery personality and unpredictable behavior, unexpectedly finds herself cast in a challenging new role.  As opening night approaches, the pressure mounts, revealing the fragile balance between her public persona and private struggles.  Her complex relationships with her fellow actors and director further complicate her already turbulent life.  Through a whirlwind of rehearsals and personal crises, she must confront her deepest insecurities to deliver a truly unforgettable performance.  Ultimately, she discovers strength she never knew she possessed."
Percy Vs Goliath,6.4,2020,PG-13,Biography,Clark Johnson,Garfield Lindsay MillerHilary PryorMaureen Dorey,56.0,"https://m.media-amazon.com/images/M/MV5BYTA4MDMwYzItMTNkYS00NjhhLTkwODUtNTE1ZDc0ZTUzMzdiXkEyXkFqcGdeQXVyNDAyMTY3OTM@._V1_QL75_UY281_CR3,0,190,281_.jpg",99.0,Title: Percy Vs Goliath; Genre: Biography; Director: Clark Johnson; Cast: Garfield Lindsay MillerHilary PryorMaureen Dorey,"A humble farmer, Percy Schmeiser, unknowingly plants Monsanto's genetically modified canola seeds and finds himself embroiled in a David-versus-Goliath legal battle.  Facing a powerful corporation, Percy fights to protect his livelihood and the principles of farmers' rights.  His courageous stand challenges the dominance of corporate agriculture and the very definition of ownership.  The film chronicles his arduous journey through the court system, highlighting the ethical and environmental implications of genetic engineering. This inspiring true story explores themes of corporate power, individual resilience, and the fight for what's right."
Casino Jack,6.2,2010,R,Biography,George Hickenlooper,Kevin SpaceyBarry PepperJon Lovitz,51.0,"https://m.media-amazon.com/images/M/MV5BMTM2NzQ4NDE2M15BMl5BanBnXkFtZTcwNDM0NzcwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0,Title: Casino Jack; Genre: Biography; Director: George Hickenlooper; Cast: Kevin SpaceyBarry PepperJon Lovitz,"""Casino Jack"" chronicles the meteoric rise and spectacular fall of Jack Abramoff, a powerful lobbyist who wielded immense influence in Washington D.C.  His lavish lifestyle, fueled by corrupt dealings with politicians and Native American tribes, masked a web of deceit and bribery.  As his empire expands, so does the scrutiny, leading to a stunning unraveling and a dramatic confrontation with the consequences of his actions.  Ultimately, the film explores the seductive power of corruption and the devastating price of unchecked ambition."
Born to Be Blue,6.8,2015,R,Biography,Robert Budreau,Ethan HawkeCarmen EjogoCallum Keith Rennie,64.0,"https://m.media-amazon.com/images/M/MV5BMjI3NTk0OTM5OF5BMl5BanBnXkFtZTgwOTMxMTE5NzE@._V1_QL75_UY281_CR3,0,190,281_.jpg",97.0,Title: Born to Be Blue; Genre: Biography; Director: Robert Budreau; Cast: Ethan HawkeCarmen EjogoCallum Keith Rennie,"Haunted by personal demons and the tragic loss of his musical muse, a legendary jazz trumpeter grapples with addiction and the disintegration of his career.  His volatile relationship with his lover further complicates his already turbulent life.  As he fights to reclaim his artistry, he must confront his inner turmoil and the ghosts of his past.  A powerful story unfolds of love, loss, and the relentless pursuit of artistic expression."
Tom Horn,6.8,1980,R,Biography,William Wiard,Steve McQueenLinda EvansRichard Farnsworth,66.0,"https://m.media-amazon.com/images/M/MV5BMTk5NzkwNDUwOV5BMl5BanBnXkFtZTgwMjM2NjQzMTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",98.0,Title: Tom Horn; Genre: Biography; Director: William Wiard; Cast: Steve McQueenLinda EvansRichard Farnsworth,"A legendary frontiersman and scout, Tom Horn, finds his life intertwined with the burgeoning Wild West's transition to statehood.  Accused of murder, Horn's reputation and past actions are scrutinized, forcing him to confront his complex legacy.  He battles both external forces seeking his conviction and his own inner demons, as his hard-won skills become liabilities in a rapidly changing world.  The film explores the ambiguities of justice and the fading frontier, culminating in a dramatic and controversial trial."
"Mary, Queen of Scots",7.1,1971,PG-13,Biography,Charles Jarrott,Vanessa RedgraveGlenda JacksonPatrick McGoohan,53.0,"https://m.media-amazon.com/images/M/MV5BMDMzZDVkYmUtN2MyMC00OWExLThhZTktNGRjZGU0ZmJhYTUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,3,190,281_.jpg",128.0,"Title: Mary, Queen of Scots; Genre: Biography; Director: Charles Jarrott; Cast: Vanessa RedgraveGlenda JacksonPatrick McGoohan","Mary Stuart, Queen of Scotland, returns to her homeland after years of widowhood, igniting a fierce power struggle with her cousin, Queen Elizabeth I of England.  Their contrasting reigns and ambitions collide amid political intrigue and religious turmoil.  Betrayal and ambition threaten both queens as they fight for survival and the right to rule.  Ultimately, Mary's claim to the English throne leads to a tragic and devastating climax."
Freeheld,6.6,2015,PG-13,Biography,Peter Sollett,Julianne MooreElliot PageSteve Carell,50.0,"https://m.media-amazon.com/images/M/MV5BMzM5NTg3NjU1MV5BMl5BanBnXkFtZTgwNzAwMjA3NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",103.0,Title: Freeheld; Genre: Biography; Director: Peter Sollett; Cast: Julianne MooreElliot PageSteve Carell,"Freeheld tells the true story of Laurel Hester, a New Jersey detective battling terminal cancer, and her partner, Stacie Andree.  When Laurel attempts to leave her pension to Stacie, she faces unexpected and discriminatory opposition from the county officials.  Their fight for equal rights and love ignites a passionate and ultimately inspiring community response.  This powerful drama explores themes of love, justice, and the fight for equality in the face of adversity."
Same Kind of Different as Me,6.6,2017,PG-13,Biography,Michael Carney,Ron HallDenver MooreLynn Vincent,47.0,"https://m.media-amazon.com/images/M/MV5BY2JhZjU1YWQtM2RmYi00ZjY3LWFhYzktNTk0ZGZkNjBkYzI2XkEyXkFqcGdeQXVyNjAwOTYzMjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",119.0,Title: Same Kind of Different as Me; Genre: Biography; Director: Michael Carney; Cast: Ron HallDenver MooreLynn Vincent,"A wealthy Texas art dealer, struggling with a failing marriage, finds unexpected redemption through an unlikely friendship with a homeless man.  Their bond deepens as they confront their past traumas and discover a shared faith.  This improbable connection challenges their perceptions of life and inspires them to help others in need, ultimately transforming all their lives. The film depicts a journey of compassion and forgiveness, proving that even vastly different individuals can find common ground."
One Chance,6.8,2013,PG-13,Biography,David Frankel,James CordenAlexandra RoachJulie Walters,52.0,"https://m.media-amazon.com/images/M/MV5BMTA5MzQxMzEzOTVeQTJeQWpwZ15BbWU4MDY2NzM5NzIx._V1_QL75_UX190_CR0,0,190,281_.jpg",103.0,Title: One Chance; Genre: Biography; Director: David Frankel; Cast: James CordenAlexandra RoachJulie Walters,"""One Chance"" tells the incredible true story of Paul Potts, a shy, bullied man with a secret passion for opera.  Despite facing ridicule and hardship, he bravely enters the reality TV show ""Britain's Got Talent.""  His stunning performance of Nessun Dorma catapults him to international stardom, proving that anyone can achieve their dreams with courage and perseverance.  This heartwarming film celebrates the power of belief in oneself and the transformative effect of pursuing one's passion."
20 Feet from Stardom,7.4,2013,PG-13,Documentary,Morgan Neville,Darlene LoveMerry ClaytonLisa Fischer,83.0,"https://m.media-amazon.com/images/M/MV5BMTQxNDY2NjMwNF5BMl5BanBnXkFtZTcwNzExMDg0OQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0,Title: 20 Feet from Stardom; Genre: Documentary; Director: Morgan Neville; Cast: Darlene LoveMerry ClaytonLisa Fischer,"""20 Feet from Stardom"" shines a spotlight on the incredibly talented backup singers who, despite their phenomenal voices and contributions to countless iconic recordings, remain largely unknown to the public.  The film explores their personal journeys, the sacrifices made for their art, and the bittersweet realities of a life spent harmonizing in the shadows of musical superstars.  Their stories reveal the complex emotional toll of dedication, unwavering talent, and the persistent yearning for individual recognition.  Ultimately, the documentary celebrates these unsung heroes and their invaluable contributions to the music world."
